car_id,symboling,car_name,fuel_type,aspiration,door_number,car_body,drive_wheel,engine_location,wheel_base,car_length,car_width,car_height,curb_weight,engine_type,cylinder_number,engine_size,fuel_system,bore_ratio,stroke,compression_ratio,horse_power,peak_rpm,city_mpg,highway_mpg,price,clasificacion_precio,calificacion_riesgo
142,0,subaru,gas,std,4,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,4,108,2bbl,3.62,2.64,9.5,82,4800,32,37,7126,1,Neutral
143,0,subaru_brz,gas,std,4,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,ohcf,4,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775,1,Neutral
144,0,subaru_baja,gas,std,4,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,ohcf,4,108,mpfi,3.62,2.64,9.0,94,5200,26,32,9960,1,Neutral
145,0,subaru_r1,gas,std,4,sedan,4wd,front,97.0,172.0,65.4,54.3,2385,ohcf,4,108,2bbl,3.62,2.64,9.0,82,4800,24,25,9233,1,Neutral
146,0,subaru_r2,gas,turbo,4,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,4,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11259,0,Neutral
147,0,subaru_trezia,gas,std,4,wagon,fwd,front,97.0,173.5,65.4,53.0,2290,ohcf,4,108,2bbl,3.62,2.64,9.0,82,4800,28,32,7463,1,Neutral
148,0,subaru_tribeca,gas,std,4,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,4,108,mpfi,3.62,2.64,9.0,94,5200,25,31,10198,1,Neutral
149,0,subaru_dl,gas,std,4,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,4,108,2bbl,3.62,2.64,9.0,82,4800,23,29,8013,1,Neutral
150,0,subaru_dl,gas,turbo,4,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,4,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694,0,Neutral
151,1,toyota_corona_mark_ii,gas,std,2,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800,35,39,5348,1,Riesgoso
152,1,toyota_corona,gas,std,2,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800,31,38,6338,1,Riesgoso
153,1,toyota_corolla_1200,gas,std,4,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800,31,38,6488,1,Riesgoso
154,0,toyota_corona_hardtop,gas,std,4,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800,31,37,6918,1,Neutral
155,0,toyota_corolla_1600_(sw),gas,std,4,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800,27,32,7898,1,Neutral
156,0,toyota_carina,gas,std,4,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800,27,32,8778,1,Neutral
157,0,toyota_mark_ii,gas,std,4,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,30,37,6938,1,Neutral
158,0,toyota_corolla_1200,gas,std,4,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,30,37,7198,1,Neutral
159,0,toyota_corona,diesel,std,4,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,4,110,idi,3.27,3.35,22.5,56,4500,34,36,7898,1,Neutral
160,0,toyota_corolla,diesel,std,4,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,4,110,idi,3.27,3.35,22.5,56,4500,38,47,7788,1,Neutral
161,0,toyota_corona,gas,std,4,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,38,47,7738,1,Neutral
162,0,toyota_corolla,gas,std,4,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,28,34,8358,1,Neutral
163,0,toyota_mark_ii,gas,std,4,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,28,34,9258,1,Neutral
164,1,toyota_corolla_liftback,gas,std,2,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8058,1,Riesgoso
165,1,toyota_corona,gas,std,2,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8238,1,Riesgoso
166,1,toyota_celica_gt_liftback,gas,std,2,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,4,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298,1,Riesgoso
167,1,toyota_corolla_tercel,gas,std,2,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,4,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538,1,Riesgoso
168,2,toyota_corona_liftback,gas,std,2,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449,1,Muy Riesgoso
169,2,toyota_corolla,gas,std,2,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639,1,Muy Riesgoso
170,2,toyota_starlet,gas,std,2,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989,1,Muy Riesgoso
171,2,toyota_tercel,gas,std,2,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199,0,Muy Riesgoso
172,2,toyota_corolla,gas,std,2,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549,0,Muy Riesgoso
173,2,toyota_cressida,gas,std,2,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669,0,Muy Riesgoso
174,-1,toyota_corolla,gas,std,4,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948,1,Poco Seguro
175,-1,toyota_celica_gt,diesel,turbo,4,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,4,110,idi,3.27,3.35,22.5,73,4500,30,33,10698,0,Poco Seguro
176,-1,toyota_corona,gas,std,4,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988,1,Poco Seguro
177,-1,toyota_corolla,gas,std,4,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898,0,Poco Seguro
178,-1,toyota_mark_ii,gas,std,4,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248,0,Poco Seguro
179,3,toyota_corolla_liftback,gas,std,2,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,6,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558,0,Extremadamente Riesgoso
180,3,toyota_corona,gas,std,2,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,6,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998,0,Extremadamente Riesgoso
181,-1,toyota_starlet,gas,std,4,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,6,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690,0,Poco Seguro
182,-1,toyouta_tercel,gas,std,4,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,6,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750,0,Poco Seguro
183,2,vokswagen_rabbit,diesel,std,2,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,4,97,idi,3.01,3.4,23.0,52,4800,37,46,7775,1,Muy Riesgoso
184,2,volkswagen_1131_deluxe_sedan,gas,std,2,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,4,109,mpfi,3.19,3.4,9.0,85,5250,27,34,7975,1,Muy Riesgoso
185,2,volkswagen_model_111,diesel,std,4,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,4,97,idi,3.01,3.4,23.0,52,4800,37,46,7995,1,Muy Riesgoso
186,2,volkswagen_type_3,gas,std,4,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,4,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8195,1,Muy Riesgoso
187,2,volkswagen_411_(sw),gas,std,4,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,4,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8495,1,Muy Riesgoso
188,2,volkswagen_super_beetle,diesel,turbo,4,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,4,97,idi,3.01,3.4,23.0,68,4500,37,42,9495,1,Muy Riesgoso
189,2,volkswagen_dasher,gas,std,4,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,4,109,mpfi,3.19,3.4,10.0,100,5500,26,32,9995,1,Muy Riesgoso
190,3,vw_dasher,gas,std,2,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,4,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595,0,Extremadamente Riesgoso
191,3,vw_rabbit,gas,std,2,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,4,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980,1,Extremadamente Riesgoso
192,0,volkswagen_rabbit,gas,std,4,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,5,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295,0,Neutral
193,0,volkswagen_rabbit_custom,diesel,turbo,4,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,4,97,idi,3.01,3.4,23.0,68,4500,33,38,13845,0,Neutral
194,0,volkswagen_dasher,gas,std,4,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,4,109,mpfi,3.19,3.4,9.0,88,5500,25,31,12290,0,Neutral
195,-2,volvo_145e_(sw),gas,std,4,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940,0,Seguro
196,-1,volvo_144ea,gas,std,4,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415,0,Poco Seguro
197,-2,volvo_244dl,gas,std,4,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985,0,Seguro
198,-1,volvo_245,gas,std,4,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515,0,Poco Seguro
199,-2,volvo_264gl,gas,turbo,4,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,4,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420,0,Seguro
200,-1,volvo_diesel,gas,turbo,4,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,4,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950,0,Poco Seguro
201,-1,volvo_145e_(sw),gas,std,4,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845,0,Poco Seguro
202,-1,volvo_144ea,gas,turbo,4,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,4,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045,0,Poco Seguro
203,-1,volvo_244dl,gas,std,4,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,6,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485,0,Poco Seguro
204,-1,volvo_246,diesel,turbo,4,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,6,145,idi,3.01,3.4,23.0,106,4800,26,27,22470,0,Poco Seguro
205,-1,volvo_264gl,gas,turbo,4,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625,0,Poco Seguro
